,Airline,Review,Review_Lemma,Keyword,Sentiment,User Contribution,Recency,joy,sadness,fear,disgust,anger,category,final,Area,Class,From,To
1921,Air India,Felt like a very very long flight.,feel like a very very long flight .,long flight,-0.879943,22,12-2018,0.064808,0.6553140000000001,0.15495499999999998,0.063528,0.081899,service,0.860227135106437,Southeast Asia,Economy,Ahmedabad,Singapore
1922,Air India,"The check in staff at Mumbai as usual were very less, resulting in long queues.","the check in staff at Mumbai as usual be very less , result in long queue .",staff,-0.647964,36,01-2019,0.08438899999999999,0.336866,0.11762,0.16101,0.19981500000000002,service,0.8571754307725892,International,Economy,London,Mumbai
1923,Air India,"and I flew back, Shame New Dehi Air India Assistance Office!","and i fly back , Shame New Dehi Air India Assistance Office !",Shame New Dehi Air India Assistance Office,-0.723475,31,05-2019,0.098564,0.284129,0.02827,0.355962,0.047823000000000004,service,0.856231701556461,Asia,Economy,New Delhi,Kathmandu
1924,Air India,so I pressured the staff as to why and no answer.,so i pressure the staff as to why and no answer .,staff,-0.89281,3,12-2018,0.017172,0.384238,0.348096,0.065001,0.051874,service,0.855760040086452,International,Economy,Washington DC,New Delhi
1925,Air India,"Maybe Air India or airport management should publicly announce by putting up notices at Indira Ghandi airport compelling that all needy persons should pay for this assistance.
","maybe Air India or airport management should publicly announce by put up notice at Indira Ghandi airport compelling that all needy person should pay for this assistance . 
",airport management,-0.448064,4,05-2018,0.101534,0.42050600000000005,0.064368,0.152029,0.250882,service,0.8533106598182041,Domestic,Economy,Hyderabad,New Delhi
1926,Air India,But main thing is that Air India flights are always delay..,but main thing be that Air India flight be always delay ..,Air India flight,-0.9459879999999999,443,05-2019,0.034012,0.468901,0.08649,0.059213,0.11726900000000001,service,0.8493142962439629,Domestic,Economy,Ahmedabad,Mumbai
1927,Air India,Flight boarded one hour late.,Flight board one hour late .,Flight board,-0.803272,432,01-2019,0.11303800000000001,0.30223,0.19603399999999999,0.051239,0.26157800000000003,service,0.847861755318631,International,Economy,New Delhi,London
1928,Air India,I seriously doubt that this aircraft has had any money spent on the passenger cabin since put into service.,i seriously doubt that this aircraft have have any money spend on the passenger cabin since put into service .,service,-0.901343,36,03-2019,0.152611,0.49010699999999996,0.059461,0.231965,0.155381,service,0.842744329003176,International,Economy,New Delhi,San Francisco
1929,Air India,the flight was supposed to start @1:30 for which we got a postpone message from the airlines saying its at 4:30 vch never happened its started around 7;00 and by the time we reached delhi we missed our connecting flight and inside the flight none of the monitors r working n when complained abt it,the flight be suppose to start @1:30 for which we get a postpone message from the airline say its at 4:30 vch never happen its start around 7;00 and by the time we reach delhi we miss our connect flight and inside the flight none of the monitor r work n when complain abt it,flight none of the monitor r work n,-0.982302,1,06-2019,0.026839,0.470883,0.11656199999999999,0.040626999999999996,0.123146,service,0.841925151800682,International,Economy,Chicago,Hyderabad
1930,Air India,Not good enough Air India..talk to your customers and keep them informed please..,not good enough Air India .. talk to your customer and keep them informed please ..,good enough Air India,-0.819851,9,12-2018,0.064304,0.19758699999999998,0.148964,0.091343,0.07696599999999999,service,0.84162959216718,International,Economy,Kathmandu,Edinburgh
1931,Air India,Imagine 15 hours of flight time with nothing to watch.,Imagine 15 hour of flight time with nothing to watch .,hour of flight time,-0.894077,11,01-2019,0.137408,0.573608,0.171878,0.08644099999999999,0.197608,service,0.838810864696118,International,Economy,Newark,Kochi (Cochin)
1932,Air India,"In spite of the terrible reviews people give, Air India's flight 701 on that day was on time and sufficiently pleasant.","in spite of the terrible review people give , Air India 's flight 701 on that day be on time and sufficiently pleasant .",Air India 's flight,-0.44699300000000003,28,12-2018,0.36695500000000003,0.099376,0.078124,0.10796300000000002,0.064788,service,0.8378603392018159,Domestic,Economy,Kolkata,New Delhi
1933,Air India,She didn't allow me to accompany my wife who was taken away from a different gate of the aircraft.,she do n't allow me to accompany my wife who be take away from a different gate of the aircraft .,different gate of the aircraft,-0.7572409999999999,16,09-2018,0.071577,0.608973,0.062804,0.103094,0.121402,service,0.8374377788669839,Domestic,Economy,New Delhi,Mumbai
1934,Air India,"The rate was cheaper than other private airlines, maybe because of early morning flight.","the rate be cheap than oth private airline , maybe because of early morning flight .",private airline,-0.8286610000000001,23,05-2019,0.133907,0.225369,0.21388200000000002,0.310343,0.076271,service,0.8308076330491991,Domestic,Economy,New Delhi,Raipur
1935,Air India,"Multiple Reasons were given by different Air India staff on desk i.e. shortage of Flight, No Crew available, Pilot is returning from Amritsar flight and he will then fly to Trivandrum.

","Multiple reason be give by different Air India staff on desk i.e. shortage of Flight , No Crew available , Pilot be return from Amritsar flight and he will then fly to Trivandrum . 

",different Air India staff,-0.7603949999999999,10,03-2019,0.07488099999999999,0.21204800000000001,0.100467,0.137319,0.214227,service,0.825546555700977,Domestic,Economy,New Delhi,Trivandrum
1936,Air India,Red wine unavailable & no scope for any repeat service.,Red wine unavailable & no scope for any repeat service .,repeat service,-0.7776109999999999,106,04-2018,0.25225,0.19763699999999998,0.023403,0.17761,0.113399,service,0.824213741696773,International,Economy,Copenhagen,New Delhi
1937,Air India,what time flight will take off and they send us in hotel very far from airport hotel and food is not good as well.,what time flight will take off and they send us in hotel very far from airport hotel and food be not good as well .,time flight,-0.832382,1,06-2019,0.191459,0.087085,0.078294,0.38634,0.19805999999999999,service,0.809663866086396,International,Economy,Riyadh,Goa
1938,Air India,"I have never ever received such poor service and would advise no one travels via this airline if they want to enjoy their holiday.
","i have never ever receive such poor service and would advise no one travel via this airline if they want to enjoy their holiday . 
",such poor service,-0.9580209999999999,1,07-2019,0.21208600000000002,0.41133400000000003,0.063704,0.356641,0.08686100000000001,service,0.8018161173774899,International,Economy,London,Kochi (Cochin)
1939,Air India,but I miss my flight because of the people who work in counter of air India.,but i mis my flight because of the people who work in counter of air India .,counter of air India,-0.8678110000000001,8,12-2018,0.091168,0.44837899999999997,0.054751,0.117032,0.184529,service,0.8015706588838841,Southeast Asia,Economy,New Delhi,Singapore
1940,Air India,The curt & rude flight attendants asked 3 of us to seat at 3 different vacant seats of the aircraft thus spoiling the journey of travelling together.,the curt & rude flight attendant ask 3 of us to seat at 3 different vacant seat of the aircraft thus spoil the journey of travel together .,rude flight attendant,-0.798298,17,06-2019,0.094901,0.2275,0.033579000000000005,0.097626,0.28632199999999997,service,0.8010935129048431,Asia,Economy,Bangkok,Mumbai
1941,Air India,"As this is not a direct flight, we had to change the flight at Delhi which was an International flight coming from Chicago.","as this be not a direct flight , we have to change the flight at Delhi which be an International flight come from Chicago .",direct flight,-0.5983109999999999,1703,09-2018,0.014556999999999999,0.21498699999999998,0.080653,0.05570599999999999,0.1689,service,0.796401561120341,Domestic,Economy,Chandigarh,Hyderabad
1942,Air India,Flight time is very short as it's direct flight between new York to mumbai.,Flight time be very short as it ' direct flight between new York to mumbai .,Flight time,-0.843508,2,12-2018,0.021562,0.460862,0.14990599999999998,0.046616000000000005,0.114852,service,0.7960654952743359,International,Economy,Newark,Mumbai
1943,Air India,The only reason to book this Air India flight is because it is only 15 1/5 hours non stop to Delhi.,the only reason to book this Air India flight be because it be only 15 1/5 hour non stop to Delhi .,Air India flight,-0.91512,83,03-2018,0.095001,0.375222,0.180328,0.146142,0.206083,service,0.794396000088753,International,Economy,Washington DC,New Delhi
1944,Air India,"As I was late I had to buy myself another internal flight with a different airline.

","as i be late i have to buy myself another internal flight with a different airline . 

",internal flight,-0.801419,7,03-2019,0.11845699999999999,0.538886,0.218214,0.061696,0.146771,service,0.7918060733114081,International,Economy,San Francisco,New Delhi
1945,Air India,"Check in staff are in their usual 'can't be bothered' mode unless you're white, but the lady who served us was the exception to the rule","Check in staff be in their usual ' ca n't be bother ' mode unless you 're white , but the lady who serve us be the exception to the rule",staff,-0.608066,109,03-2019,0.080183,0.16101300000000002,0.075375,0.164044,0.19168,service,0.791594696779008,Domestic,Economy,Chennai,Coimbatore
1946,Air India,"WHile the air hostess knew it - power failure, she just kept mum and looked at me in disbelief almost as If I had destroyed it.

","while the air hostes know it - power failure , she just keep mum and look at me in disbelief almost as if i have destroy it . 

",air hostes,-0.8514200000000001,75,04-2019,0.14934,0.09574099999999999,0.122386,0.10425899999999999,0.07499700000000001,service,0.790086158988086,Domestic,Economy,Mumbai,New Delhi
1947,Air India,The crew was extremely unfriendly and snooty to western customers.,the crew be extremely unfriendly and snooty to western customer .,crew,-0.6795770000000001,55,10-2018,0.07366900000000001,0.332498,0.096866,0.013391,0.025209,service,0.7852928090372071,International,Economy,Frankfurt,Bangkok
1948,Air India,One would think that the first class line would have the best agent at the counter but this is not Air India's thinking.,one would think that the first clas line would have the good agent at the counter but this be not Air India 's thinking .,Air India 's thinking,-0.859606,294,01-2019,0.147348,0.225206,0.269278,0.156447,0.18851300000000001,service,0.781999343176189,International,Business Class,New Delhi,Tel Aviv
1949,Air India,It is all the more noteworthy since the airline is in all sorts of financial problem but the staff did not get distracted and focused on customer service.,it be all the more noteworthy since the airline be in all sort of financial problem but the staff do not get distracted and focus on customer service .,customer service,-0.782576,4,09-2018,0.360212,0.174026,0.024428000000000002,0.049989,0.035537,service,0.7814562937531481,Domestic,Economy,Chennai,Jamnagar
1950,Air India,"The air quality inside the air craft was bad.

","the air quality inside the air craft be bad . 

",air quality,-0.629342,3,05-2018,0.148776,0.38096399999999997,0.199675,0.200561,0.216522,service,0.7679150297930529,International,Economy,Dubai,Chennai
1951,Air India,"Air hostess held it for some time, before moving the passengers to a different seat, with not such a re-assuring remark that if the oxygen starts coming out , we could be in danger.","Air hostes hold it for some time , before move the passenger to a different seat , with not such a re - assuring remark that if the oxygen start come out , we could be in danger .",Air hostes,-0.614529,336,04-2018,0.222836,0.162064,0.12256099999999999,0.076717,0.12108599999999999,service,0.767686356415572,North Asia,Economy,New Delhi,Tokyo
1952,Air India,Cabin crew with very little experience and did not properly communicate.,Cabin crew with very little experience and do not properly communicate .,Cabin crew,-0.7407090000000001,39,03-2018,0.099898,0.23904699999999998,0.09293,0.01938,0.125423,service,0.7674242689570699,Asia,Economy,Colombo,New Delhi
1953,Air India,"With only one thing that they should one and agiant think of having old age air hostesses, I have never seen old age air hostesses other than air India.
","with only one thing that they should one and agiant think of have old age air hostess , i have never see old age air hostess oth than air India . 
",old age air hostess,-0.46886300000000003,320,03-2018,0.36843400000000004,0.176563,0.13653800000000002,0.133096,0.081411,service,0.762456361390032,Southeast Asia,Economy,Mumbai,Bangkok
1954,Air India,The staff was not at all customer oriented.,the staff be not at all customer orient .,staff,-0.8086760000000001,48,03-2018,0.053772,0.24598299999999998,0.045716,0.22845300000000002,0.16730899999999999,service,0.7612845256495909,Domestic,Economy,New Delhi,Mumbai
1955,Air India,my go air flight got cancelled and it was the only flight with seat's available on so kind of my only option .,my go air flight get cancel and it be the only flight with seat ' available on so kind of my only option .,go air flight,-0.775285,27,05-2018,0.017053,0.409053,0.081454,0.08972100000000001,0.173126,service,0.7588833158101981,Domestic,Economy,Kolkata,New Delhi
1956,Air India,"After requesting 100times to the staff, someone then tells you that it cant be fixed and for next 15 hours you have nothing to do.","after request 100times to the staff , someone then tell you that it ca nt be fix and for next 15 hour you have nothing to do .",staff,-0.917488,514,03-2018,0.056544000000000004,0.276924,0.022128000000000002,0.089884,0.112277,service,0.7581601443489091,International,Economy,Mumbai,New York City
1957,Air India,"But although the Airport Authority of India did not have any problem with it, Air India restricted me from going out of the New Delhi Airport and quickly forced me to do the Security checking for the next flight.
","but although the Airport Authority of India do not have any problem with it , Air India restrict me from go out of the New Delhi Airport and quickly force me to do the Security check for the next flight . 
",next flight,-0.743418,2,11-2018,0.13179000000000002,0.22442399999999998,0.408033,0.082414,0.174348,service,0.751824102010663,International,Economy,Milan,Kolkata
1958,Air India,"And, air india seat selection site wont work 9 tries out of 10.

","and , air india seat selection site wo nt work 9 try out of 10 . 

",air india seat selection site wo nt work,-0.967477,1,07-2019,0.059471,0.5778479999999999,0.14371099999999998,0.051217,0.03592,service,0.7506713687143891,International,Economy,Hyderabad,Chicago
1959,Air India,Maybe its attitude when Air India promote staff to serving Business class.,maybe its attitude when Air India promote staff to serve busines clas .,staff,-0.6007399999999999,19,07-2019,0.250093,0.033224000000000004,0.051614,0.583819,0.11505699999999999,service,0.7448053236578679,International,Business Class,New Delhi,Vienna
1960,Air India,Flew business class from bom to bkk seats were very comfy but the service was very ordinary food was pathethic no tea coffee service,fly busines clas from bom to bkk seat be very comfy but the service be very ordinary food be pathethic no tea coffee service,service,-0.711275,77,02-2019,0.11621500000000001,0.19056700000000001,0.020165,0.297898,0.141424,service,0.739880109780229,Southeast Asia,Business Class,Mumbai,Bangkok
1961,Air India,"Until the very end of the flight, I didn't know where on Earth we were over, literally.

","until the very end of the flight , i do n't know where on Earth we be over , literally . 

",very end of the flight,-0.840276,1,07-2018,0.024419999999999997,0.375689,0.126915,0.050948,0.195218,service,0.7368039503768371,International,Economy,Chicago,New Delhi
1962,Air India,No in flight entertainment which is a big disappointment.,no in flight entertainment which be a big disappointment .,flight entertainment,-0.9801219999999999,375,10-2018,0.017597,0.592288,0.101739,0.04011,0.018861000000000003,service,0.735516165696007,International,Economy,Dubai,Goa
1963,Air India,"Still has service of food Which is comforting in the odd time flight,","still have service of food which be comfort in the odd time flight ,",service of food,-0.761342,2,07-2019,0.094296,0.5768220000000001,0.07329400000000001,0.068608,0.094581,service,0.735083708924092,Asia,Economy,Kolkata,Kathmandu
1964,Air India,Professionalism lacking from the staff.,Professionalism lack from the staff .,staff,-0.91215,53,05-2018,0.055066,0.242983,0.044319,0.231717,0.170154,service,0.7246165335568421,International,Economy,New Delhi,Milan
1965,Air India,"for a 5 pm flight, boarding began at 4 and we were asked to leave the aircraft around 7 pm in a transit lounge where it took the airline a couple of hours to clear us out since we were part of an international flight.","for a 5 pm flight , boarding begin at 4 and we be ask to leave the aircraft around 7 pm in a transit lounge where it take the airline a couple of hour to clear us out since we be part of an international flight .",part of an international flight,-0.388653,75,04-2019,0.097564,0.544341,0.12215,0.01427,0.10132100000000001,service,0.7245762378058199,Domestic,Economy,Mumbai,New Delhi
1966,Air India,"very poor Air India must learn from Competitors like below.

","very poor Air India must learn from competitor like below . 

",poor Air India,-0.944422,98,03-2018,0.10591600000000001,0.346031,0.296748,0.144756,0.17294400000000001,service,0.7231385231477141,International,Economy,New Delhi,Frankfurt
1967,Air India,"The rest of the flight was uneventful, food is not great, some staff appear to have some attitude that they are better than some of people on flight.","the rest of the flight be uneventful , food be not great , some staff appear to have some attitude that they be well than some of people on flight .",rest of the flight,-0.393993,432,01-2019,0.018106999999999998,0.383468,0.049066000000000005,0.07309199999999999,0.112785,service,0.7213780886519641,International,Economy,New Delhi,London
1968,Air India,I was very surprised that the it system worked so poorly.,i be very surprised that the it system work so poorly .,it system work,-0.624699,7,04-2018,0.0959,0.7545470000000001,0.032695,0.171742,0.03932,service,0.716008216780359,International,Economy,New Delhi,Stockholm
1969,Air India,"But they are nowhere to provide
Even basic courtesy let alone services like the Star Alliance partners typically do.","but they be nowhere to provide 
 even basic courtesy let alone service like the Star Alliance partner typically do .",alone service,-0.756262,41,07-2019,0.302662,0.378323,0.085911,0.048982,0.07766,service,0.710798016063537,International,Business Class,Concord,New Delhi
1970,Air India,Waited at the counter for more than 2 hours with no assistance from the airline staffs but I kept on disturbing them every now,wait at the counter for more than 2 hour with no assistance from the airline staff but i keep on disturb them every now,airline staff,-0.959239,1,07-2018,0.1224,0.498163,0.030204,0.063,0.288418,service,0.7099751062209929,Domestic,Economy,Mumbai,Trivandrum
1971,Air India,The staff were pleasant the aircraft a bit scruffy and in need of refurb but overall good.,the staff be pleasant the aircraft a bit scruffy and in need of refurb but overall good .,staff,-0.50107,391,07-2018,0.228458,0.131214,0.118969,0.19426300000000002,0.078638,service,0.703275701424973,Domestic,Business Class,Aurangabad,Mumbai
1972,Air India,In-flight entertainment system did not work in my seat.,in - flight entertainment system do not work in my seat .,flight entertainment system,-0.879808,287,12-2018,0.033591,0.609109,0.090537,0.035892,0.031939999999999996,service,0.702648187780558,International,Economy,New Delhi,Tel Aviv
1973,Air India,Flight attendants seemed to be not too happy doing their job.,Flight attendant seem to be not too happy do their job .,Flight attendant,-0.5968289999999999,11,01-2019,0.045898,0.39971799999999996,0.100887,0.072602,0.13475,service,0.700861319241573,International,Economy,Newark,Kochi (Cochin)
1974,Air India,"headphone jacks broken, system kept freezing, staff very crude.","headphone jack break , system keep freeze , staff very crude .",staff,-0.863117,7,03-2018,0.053772,0.24598299999999998,0.045716,0.22845300000000002,0.16730899999999999,service,0.6996539277011301,International,Economy,Chicago,New Delhi
1975,Air India,"Air India help serve is horrible with navigating or helping you at all, as well as with those at the air port.","Air India help serve be horrible with navigate or help you at all , as well as with those at the air port .",Air India help serve,-0.751149,4,06-2019,0.071768,0.193182,0.138854,0.211265,0.05714299999999999,service,0.6970418087934251,Domestic,Economy,Agra,Varanasi
1976,Air India,Flight attendants did not help a lot.,Flight attendant do not help a lot .,Flight attendant,-0.8924469999999999,287,12-2018,0.075473,0.391477,0.148739,0.04217,0.169901,service,0.693550187780558,International,Economy,New Delhi,Tel Aviv
1977,Air India,"The ground staff wasn't pleasant but ok.
","the ground staff be n't pleasant but ok . 
",ground staff,-0.545912,1093,06-2018,0.06060599999999999,0.22129899999999997,0.043552999999999994,0.211272,0.10306900000000001,service,0.690917199168471,Domestic,Economy,Trivandrum,Kochi (Cochin)
1978,Air India,When I planned my US trip I thought of taking air India as recommended by my travel agent and offcourse I knew I was expecting too much.,when i plan my US trip i think of take air India as recommend by my travel agent and offcourse i know i be expect too much .,take air India,-0.419662,120,05-2019,0.17753,0.07034299999999999,0.04895,0.053203,0.10918399999999999,service,0.6860955839559271,International,Economy,Mumbai,Chicago
1979,Air India,"Flights often run late , waiting time is more than the actual flying time .","flight often run late , wait time be more than the actual flying time .",actual flying time,-0.795184,40,04-2018,0.12908599999999998,0.258803,0.07314,0.08549,0.384583,service,0.6827853008434049,Asia,Economy,Kathmandu,Hyderabad
1980,Air India,"It is not that there the service was lacking, but it was without character.","it be not that there the service be lack , but it be without character .",service,-0.829262,19,07-2019,0.061263,0.13027,0.003906,0.165524,0.148055,service,0.678423162041707,International,Business Class,New Delhi,Vienna
1981,Air India,Air India is always a late comer kind of an airlines across all sectors whether iit would be domestic or International.,Air India be always a late comer kind of an airline across all sector whether iit would be domestic or International .,late comer kind of an airline,-0.643754,147,03-2018,0.268596,0.07833999999999999,0.26961799999999997,0.028012000000000002,0.111604,service,0.6755840318069871,Domestic,Economy,Kolkata,Mumbai
1982,Air India,"and also I had to wait for the flight staff to arrive to allocate the seat if any.

","and also i have to wait for the flight staff to arrive to allocate the seat if any . 

",flight staff,-0.8467709999999999,34,04-2019,0.052464,0.300421,0.043001,0.055486,0.184895,service,0.6719857038967649,International,Business Class,Dubai,Goa
1983,Air India,I was hungry on all my flights becuase of the way catering is provided on board.,i be hungry on all my flight becuase of the way catering be provide on board .,flight becuase of the way,-0.542181,31,11-2018,0.144003,0.11500899999999999,0.098932,0.012131999999999999,0.476137,service,0.6700002148452879,International,Economy,London,New Delhi
1984,Air India,Our first flight has only 1 hr transit.,our first flight have only 1 hr transit .,first flight,-0.631131,1,03-2019,0.051936,0.536612,0.082468,0.049378,0.065586,service,0.66568633075449,International,Economy,London,Kathmandu
1985,Air India,"Due to their own flight delay on the first leg from Mumbai to Delhi, we were told that the connecting flight to Sydney which was also an Air India had left and we would have to leave the next day.
","due to their own flight delay on the first leg from Mumbai to Delhi , we be tell that the connect flight to Sydney which be also an Air India have leave and we would have to leave the next day . 
",own flight delay,-0.5487390000000001,19,04-2018,0.019822,0.617506,0.044472000000000005,0.050074,0.06680900000000001,service,0.665267035227526,International,Economy,Mumbai,Christchurch
1986,Air India,"If want a drink, have to go and find one as very limited service to seated passengers.
","if want a drink , have to go and find one as very limited service to seat passenger . 
",limited service,-0.45159099999999996,432,01-2019,0.148672,0.35236100000000004,0.028704,0.059072,0.023625999999999998,service,0.663522755318631,International,Economy,New Delhi,London
1987,Air India,Unresponsive customer service,Unresponsive customer service,Unresponsive customer service,-0.8699290000000001,1,06-2019,0.06310199999999999,0.12659700000000002,0.003804,0.167103,0.14936,service,0.661142481471011,International,Economy,New Delhi,New York City
1988,Air India,Air India is much better then Spice jet and jet airways but not very good flight.,Air India be much well then Spice jet and jet airway but not very good flight .,good flight,-0.82452,14,03-2019,0.014556999999999999,0.21498699999999998,0.080653,0.05570599999999999,0.1689,service,0.6608045586754301,Domestic,Economy,Jodhpur,Mumbai
1989,Air India,Air hostess was quite cold and even on raising alarum calls,Air hostes be quite cold and even on raise alarum call,Air,-0.850571,23,09-2018,0.146282,0.471602,0.17111500000000002,0.193668,0.103612,service,0.659763645183389,International,Economy,Paris,New Delhi
1990,Air India,They lied about being able to change the day of my flight home without a fee.,they lie about be able to change the day of my flight home without a fee .,day of my flight home,-0.600248,74,02-2019,0.062047000000000005,0.336327,0.063653,0.052596000000000004,0.178856,service,0.654730405168438,International,Economy,London,Goa
1991,Air India,"After reading the reviews online, I consider myself lucky not to have experienced any delays, a cancellation or a non-functioning in-flight entertainment system.","after read the review online , i consider myself lucky not to have experience any delay , a cancellation or a non - functioning in - flight entertainment system .",flight entertainment system,-0.638696,106,03-2019,0.069826,0.20018,0.077065,0.04438,0.10915599999999999,service,0.653645911707447,International,Economy,London,Ahmedabad
1992,Air India,"The pilots were experienced, so the flight landed with a little jerk","the pilot be experience , so the flight land with a little jerk",pilot,-0.690869,64,05-2018,0.13671,0.173267,0.07268200000000001,0.048147,0.107731,service,0.6495103458915831,Domestic,Economy,New Delhi,Indore
1993,Air India,"Day Flight, no Jet lag.","Day Flight , no Jet lag .",Day Flight,-0.7183069999999999,4,02-2019,0.07512100000000001,0.41353199999999996,0.084228,0.038199000000000004,0.164962,service,0.6490444086710639,International,Economy,Mumbai,Frankfurt
1994,Air India,... end of it this flight's scheduled time was 9pm and left at 10.30pm.,... end of it this flight 's schedule time be 9 pm and leave at 10.30pm .,flight 's schedule time,-0.37434,76,03-2018,0.023962,0.45623,0.126162,0.028325,0.130687,service,0.6471628004390151,Domestic,Economy,Mumbai,New Delhi
1995,Air India,AIR INDIA AHMEDABAD INTERNATIONAL AIRPORT CHANGE YOUR STAFF OR TEACH THEM CUSTOMER SERVICE IMMEDIATELY,AIR INDIA AHMEDABAD INTERNATIONAL AIRPORT CHANGE your STAFF or TEACH them CUSTOMER SERVICE immediately,AIR INDIA AHMEDABAD INTERNATIONAL AIRPORT,-0.7027140000000001,1,01-2019,0.265996,0.088278,0.009495,0.038189999999999995,0.6480319999999999,service,0.646464081646709,Domestic,Economy,Ahmedabad,Mumbai
1996,Air India,"No information on departure boards, no Air India staff at the airport and no assistance offered by the Air India customer helpline.","no information on departure board , no Air India staff at the airport and no assistance offer by the Air India customer helpline .",Air India staff,-0.985367,25,03-2018,0.125117,0.317443,0.10385699999999999,0.17888800000000002,0.22805300000000003,service,0.645103710927438,International,Economy,Newark,London
1997,Air India,"This is when our terror started, now we were running around ticket counters to get rescheduled to next available flight, as airindia staff's standard response no other flights are available, we will rebook you for next day same flight and provide hotel stay.","this be when our terror start , now we be run around ticket counter to get reschedule to next available flight , as airindia staff 's standard response no oth flight be available , we will rebook you for next day same flight and provide hotel stay .",next available flight,-0.751374,2,07-2019,0.070102,0.372454,0.075937,0.041496,0.142052,service,0.6430872803526639,International,Economy,Mumbai,Newark
1998,Air India,I've never seen such impatient staff at any airport in the world.,i 've never see such impatient staff at any airport in the world .,such impatient staff,-0.7177359999999999,30,06-2019,0.21545100000000003,0.42411899999999997,0.11380699999999999,0.12058699999999999,0.21556799999999998,service,0.6387941217781639,International,Economy,Madrid,New Delhi
1999,Air India,I have heard a lot about Air India's not so good service.,i have hear a lot about Air India ' not so good service .,good service,-0.851534,63,05-2019,0.061263,0.13027,0.003906,0.165524,0.148055,service,0.6332229167619828,International,Economy,London,Mumbai
2000,Air India,"My flight's scheduled time was 8:15AM and they announced that the flight will be delayed by one and half hour, which was taken off after 3 hours, suggesting them that you are the next after Indian Airlines.","my flight 's schedule time be 8:15am and they announce that the flight will be delay by one and half hour , which be take off after 3 hour , suggest them that you be the next after Indian Airlines .",flight 's schedule time,-0.8225809999999999,45,04-2019,0.032507999999999995,0.296585,0.10660399999999999,0.041316000000000005,0.101423,service,0.628790731917781,Domestic,Economy,Bengaluru,Hyderabad
2001,Air India,I was surprised as the Air India people had told me that the bag would be delivered to my home.,i be surprised as the Air India people have tell me that the bag would be deliver to my home .,Air India people,-0.267137,3,07-2019,0.258777,0.18291,0.036721,0.386762,0.148445,service,0.6267297374454821,International,Economy,Washington DC,New Delhi
2002,Air India,"Later, staff told us that the plane in Delhi to Copenhagen was going to wait for us because we were around 10-15 people going on the next flight.","later , staff tell us that the plane in Delhi to Copenhagen be go to wait for us because we be around 10 - 15 people go on the next flight .",staff,-0.687508,24,02-2019,0.073334,0.335912,0.081524,0.061089,0.157229,service,0.6176139622921619,International,Economy,New Delhi,Copenhagen
2003,Air India,"Cabin service was a typical example of government employees dedication - cold food which they themselves would not care to eat, very poor response to passengers' genuine requests, etc.","Cabin service be a typical example of government employee dedication - cold food which they themselves would not care to eat , very poor response to passenger ' genuine request , etc .",Cabin service,-0.9664780000000001,1,02-2019,0.080887,0.16255,0.010957999999999999,0.25319,0.10894300000000001,service,0.612610037392606,International,Economy,Washington DC,Lucknow
2004,Air India,"There are so many things wrong here, no proper customer service, even paid seats are not guaranteed.","there be so many thing wrong here , no prop customer service , even pay seat be not guarantee .",prop customer service,-0.979534,2,07-2019,0.061263,0.13027,0.003906,0.165524,0.148055,service,0.609568927411487,International,Economy,Mumbai,Newark
2005,Air India,"Where we then had to pick up our bags and rebook ourselves onto the next available flight with Air India.
","where we then have to pick up our bag and rebook ourselves onto the next available flight with Air India . 
",next available flight,-0.7194010000000001,109,01-2019,0.041553,0.166526,0.070004,0.10699000000000002,0.12725799999999998,service,0.608090114337895,International,Economy,London,Mumbai
2006,Air India,"Word of advise for anyone considering a cheap flight to India, delay the trip and earn enough money to fly on a better airline, like American, Delta or United!!!
","Word of advise for anyone consider a cheap flight to India , delay the trip and earn enough money to fly on a well airline , like American , Delta or United ! ! ! 
",well airline,-0.554198,1,06-2018,0.300162,0.28163299999999997,0.08516599999999999,0.104447,0.27458699999999997,service,0.6067823265367239,International,Economy,Chicago,New Delhi
2007,Air India,5 this is a very long flight.,5 this be a very long flight .,long flight,-0.465554,40,02-2019,0.017938,0.301711,0.071962,0.053908000000000005,0.11355499999999999,service,0.606024548223096,International,Economy,Mumbai,Newark
2008,Air India,Appears that food standard in Air India flight towards south India is definitely of not as good as in other sectors.,appear that food standard in Air India flight towards south India be definitely of not as good as in oth sector .,Air India flight,-0.47634899999999997,95,04-2019,0.127823,0.297983,0.103269,0.15956099999999998,0.11695799999999999,service,0.598316586558763,Domestic,Economy,New Delhi,Hyderabad
2009,Air India,"; air India employee let all passengers who were saying they were late to jump the queue, causing delays also for people who were there more than 2 hours before.","; air India employee let all passenger who be say they be late to jump the queue , cause delay also for people who be there more than 2 hour before .",air India employee,-0.8904350000000001,1,06-2019,0.203713,0.345558,0.144233,0.194117,0.11153900000000001,service,0.5980645024500321,Domestic,Economy,New Delhi,Kozhikode
2010,Air India,"It's a shame, that AI is running such flights - pretty soon, no one would want to travel to India with this airlines.","it ' a shame , that AI be run such flight - pretty soon , no one would want to travel to India with this airline .",such flight,-0.9410870000000001,27,03-2019,0.043134,0.232477,0.12911,0.049397,0.13348,service,0.591453033349618,International,Economy,Chicago,New Delhi
2011,Air India,"They did have full AC charging, but no in flight wi-fi on my service.","they do have full AC charging , but no in flight wi - fi on my service .",service,-0.65894,22,12-2018,0.187162,0.141181,0.009956,0.050220999999999995,0.09475,service,0.589531391516693,International,Business Class,Chicago,Pune
